chosen,rejected,source
"An artist asked the gallery owner if there had been any interest in his paintings currently on display. """"I've got good news and bad news,"""" the owner replied. """"The good news is that a gentleman inquired about your work and wondered if it would appreciate in value after your death. When I told him it would, he bought all fifteen of your paintings."""" """"That's wonderful!"""" the artist exclaimed. """"What's the bad news?"""" With concern, the gallery owner replied: """"The guy was your doctor.",What is the rallying cry of the International Dyslexic Pride movement? Dyslexics Untie!,jester
"A man is driving in the country one evening when his car stalls and won't start. He goes up to a nearby farm house for help, and because it is suppertime he is asked to stay for supper. When he sits down at the table he notices that a pig is sitting at the table with them for supper and that the pig has a wooden leg. As they are eating and chatting, he eventually asks the farmer why the pig is there and why it has a wooden leg. """"Oh,"""" says the farmer, """"that is a very special pig. Last month my wife and daughter were in the barn when it caught fire. The pig saw this, ran to the barn, tipped over a pail of water, crawled over the wet floor to reach them and pulled them out of the barn safely. A special pig like that, you just don't eat it all at once!","Person 1: Hey, wanna hear a great knock-knock joke? Person 2: Sure, What is it? Person 1: Okay, you start. Person 2: Knock-knock. Person 1: Who's there? Person 2: … Person 1: Hah!",jester
me: [robbing a bank] ok everybody hands in the air everyone: [puts hands up] me: [already mad with power] one hop this time,I went to my doctor because I couldn't stop giving my girlfriend oral. He says I have Minge Eating Disorder.,haha
"This guys wife asks, """"Honey if I died would you remarry?"""" and he replies, """"Well, after a considerable period of grieving, we all need companionship, I guess I would.""""  She then asks, """"If I died and you remarried, would she live in this house?"""" and he replies, """"We've spent a lot of time and money getting this house just the way we want it. I'm not going to get rid of my house, I guess she would.""""  """"If I died and you remarried, and she lived in this house, would she sleep in our bed?"""" and he says, """"That bed is brand new, we just paid two thousand dollars for it, it's going to last a long time, I guess she would.""""  So she asks, """"If I died and you remarried, and she lived in this house, and slept in our bed, would she use my golf clubs?""""  """"Oh no, she's left handed.","Person 1: Hey, wanna hear a great knock-knock joke? Person 2: Sure, What is it? Person 1: Okay, you start. Person 2: Knock-knock. Person 1: Who's there? Person 2: … Person 1: Hah!",jester
Netflix is a pretty rich company considering 90% of the people reading this watch Netflix on someone else's Netflix.,What do you call a group of confused Spanish speaking racists? The Qué Qué Qué,haha
"A couple has been married for 75 years. For the husband's 95th birthday, his wife decides to surprise him by hiring a prostitute. That day, the doorbell rings. The husband uses his walker to get to the door and opens it.  A 21-year-old in a latex outfit smiles and says, """"Hi, I here to give you super sex!""""  The old man says, """"I'll take the soup.",Q:  What did the blind person say when given some matzah?  A:  Who the hell wrote this?,jester
I had a hen who could count her own eggs. She's a mathmachicken.,What do you call a lesbian Eskimo? A Klondike.,haha
"Hillary, Bill Clinton and the Pope are sitting together on an airplane.  Bill says """"I could throw one thousand dollar bill out of this plane and make one person very happy.""""  Hillary says """"I could throw 10 hundred dollar bills out of the plane and make 10 people very happy.""""  The Pope chips in and says """"I could throw Bill out of the airplane and make the whole  country happy.","What does an atheist say during an orgasm? """"Oh Darwin! Oh Darwin!...",jester
"A little girl asked her father, """"Daddy? Do all fairy tales begin with 'Once Upon a Time'"""" He replied, """"No, there is a whole series of fairy tales that begin with 'If elected I promise'",Q: Do you know the difference between an intelligent male and the Sasquatch?  A: There have been actual reported sightings of the Sasquatch.,jester
Welcome to your forties. Your extreme sport is now standing up too fast.,It's so hot out I keep dunking my head into my relationship with my father.,haha
My wife found out i was cheating on her after she found all the letters I was hiding. She got so mad and said she's never gonna play scrabble with me ever again,"What did the Texas sheriff say about the black guy who was shot 15 times? ""Worse case of suicide I ever saw.""",haha
"An elderly couple is in church. The wife says to the husband, ""I've let out one of those silent farts, what do I do?"" The husband says, ""Change the battery in your hearing aid.""",My neighbor kept running across my lawn and then pretends to get blown up by explosives. I'm tired of his mine games.,haha
Which branch of the United States military is the most patriotic? The Air Force; they're US AF,Why should you bury indians 10 feet deep? Because deep down they're good people,haha
I never put the Sunny D back in the refrigerator when I'm done with it... by then I'm already on the other side of Walmart and the jug is pretty much empty.,Looks like Dean has a nice alliance...or maybe not so nice. Haha. Crap,haha
"One Sunday morning William burst into the living room and said, """"Dad! Mom! I have some great news for you! I am getting married to the most beautiful girl in town. She lives a block away and her name is Susan."""" After dinner, William's dad took him aside. """"Son, I have to talk with you. Your mother and I have been married 30 years.. She's a wonderful wife but she has never offered much excitement in the bedroom, so I used to fool around with women a lot. Susan is actually your half-sister, and I'm afraid you can't marry her."""" William was heart-broken. After eight months he eventually started dating girls again. A year later he came home and very proudly announced, """"Dianne said yes! We're getting married in June."""" Again his father insisted on another private conversation and broke the sad news. """"Dianne is your half-sister too, William. I'm awfully sorry about this."""" William was furious! He finally decided to go to his mother with the news. """"Dad has done so much harm.. I guess I'm never going to get married,""""  he complained. """"Every time I fall in love, Dad tells me the girl is my half-sister."""" His mother just shook her head. """"Don't pay any attention to what he says, dear. He's not really your father.","Q: How many stalkers does it take to change a light bulb?  A: Two. One to replace the bulb, and the other to watch it day and night.",jester
